instance_id,gold_pass,beh_fix_generated,beh_patch_len,beh_diff_size_chars,beh_files_modified,beh_num_turns,beh_total_cost_usd,beh_elapsed_s,beh_tool_count,beh_tool_used,beh_comp_ignore,beh_comp_generate_run,beh_comp_gen_run_iterate,beh_comp_full_pipeline,beh_comp_generate_only,beh_comp_other,beh_adversarial_review_used,beh_revised_after_failure,beh_submitted_despite_failure,beh_v009_verdict,beh_v009_confidence,beh_generate_count,beh_run_count,beh_test_pass_total,beh_test_fail_total,beh_test_error_count,beh_review_score_mean,beh_review_score_max,beh_total_actions,beh_action_pct_edit,beh_action_pct_search,beh_action_pct_bash,beh_first_edit_pct,beh_first_edit_action,beh_loop_count,beh_action_entropy,beh_parkinson_ratio,beh_total_input_tokens,beh_total_output_tokens,beh_total_cache_create_tokens,beh_total_cache_read_tokens,beh_total_thinking_tokens,beh_total_tokens,beh_n_thinking_blocks,beh_token_efficiency_ratio,beh_cache_hit_ratio,beh_token_budget_utilization,beh_tokens_per_edit,beh_thinking_to_output_ratio,beh_context_growth_rate,v009_lc_count,v009_unanimous,v009_verdict_lc,v009_mean_score,v009_std_score,v009_mean_logic,v009_mean_completeness,v009_mean_confidence,v009_min_score,v009_max_score,debate_verdict_correct,debate_verdict_incorrect,debate_verdict_uncertain,debate_score,debate_judge_confidence,debate_advocate_confidence,debate_bugs_found,debate_challenger_broken,debate_advocate_judge_agree,svg_line_recall,svg_accepted,svg_fix_generated,svg_platt_prob,enew1_read_edit_ratio,enew1_edits_without_read_pct,enew1_write_vs_edit_ratio,enew1_n_reads,enew1_n_edits,enew1_n_writes,enew2_recovery_breadth,enew2_retry_without_change_rate,enew2_error_rate_early,enew2_error_rate_late,enew2_total_errors
django__django-11039,1,1.0,825.0,825.0,1.0,22.0,0.2244792,104.5,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.91,1.0,2.0,0.0,0.0,0.0,0.91,0.91,21.0,0.0476190476190476,0.238095238095238,0.7142857142857143,0.238095238095238,5.0,14.0,1.8709505944546687,0.238095238095238,97.0,2411.0,35011.0,543322.0,16.0,580841.0,1.0,0.0041508777789446,0.935405730656066,2.904205,580841.0,0.006636250518457,587.8863892920496,4.0,1.0,1.0,0.9425,0.030310889132455332,0.9875,0.9249999999999999,0.91,0.89,0.96,1,0,0,0.95,0.95,0.92,1,0,1,0.8571,1,1,0.8026511482105197,4.0,0.0,0.0,4,1,0,0.0,0.0,0.1666666666666666,0.0,1
django__django-11049,1,1.0,1138.0,1138.0,2.0,28.0,0.3732789,114.9,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,27.0,0.074074074074074,0.1481481481481481,0.7777777777777778,0.3703703703703703,10.0,19.0,1.736645486373337,0.3703703703703703,107.0,4326.0,76476.0,988926.0,479.0,1069835.0,3.0,0.00404361420219,0.9243724499572364,5.349175,534917.5,0.1107258437355524,1006.7313116550968,4.0,1.0,1.0,0.985,0.025980762113533184,0.9875,0.975,0.9325000000000001,0.94,1.0,1,0,0,0.72,0.72,0.95,3,0,1,1.0,1,1,0.829062846965351,1.5,0.0,0.0,3,2,0,0.0,0.037037037037037,0.125,0.0,1
django__django-11099,1,1.0,901.0,901.0,1.0,7.0,0.0882219,35.7,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,24.0,0.0,0.0,,,6.0,0.1666666666666666,0.3333333333333333,0.5,0.5,3.0,3.0,1.9219280948873625,0.5,11.0,960.0,19035.0,137408.0,10.0,157414.0,1.0,0.0060985681070298,0.8729083817195421,0.78707,157414.0,0.0104166666666666,569.8736842105262,4.0,1.0,1.0,0.9275000000000001,0.004330127018922197,0.95,0.95,0.89,0.92,0.93,1,0,0,0.92,0.92,0.95,3,0,1,0.0,0,1,0.585889898188194,1.0,0.0,0.0,1,1,0,0.0,0.0,1.0,0.0,1
django__django-11133,1,1.0,1106.0,1106.0,1.0,23.0,0.3357667500000001,160.2,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.42,1.0,2.0,0.0,2.0,0.0,0.42,0.42,22.0,0.0909090909090909,0.2272727272727272,0.6818181818181818,0.2727272727272727,6.0,16.0,1.9110928353580845,0.2727272727272727,102.0,5213.0,56183.0,820236.0,791.0,881734.0,4.0,0.005912213887635,0.9302533417107652,4.40867,440867.0,0.1517360445041243,1091.1829339567505,1.0,0.0,0.0,0.8575,0.03561951712193755,0.8875,0.8375,0.7525,0.82,0.91,0,1,0,0.15000000000000002,0.85,0.92,2,1,0,0.0,0,1,0.585889898188194,1.5,0.0,0.0,3,2,0,0.0,0.0,0.3333333333333333,0.0,2
django__django-11179,1,1.0,614.0,614.0,1.0,21.0,0.2110883999999999,101.7,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.52,1.0,1.0,0.0,0.0,1.0,0.52,0.52,20.0,0.05,0.2,0.75,0.25,5.0,17.0,1.192250860234642,0.25,31.0,3163.0,32281.0,505741.0,262.0,541216.0,3.0,0.0058442470289126,0.9344531573345948,2.70608,541216.0,0.0828327537148276,399.7518569111243,0.0,0.0,0.0,0.5125000000000001,0.06832825184358225,0.5875,0.37500000000000006,0.8250000000000001,0.42,0.6,0,1,0,0.21999999999999997,0.78,0.92,3,1,0,0.8333,1,1,0.7979652922666715,4.0,0.0,0.0,4,1,0,1.0,0.0,0.0,0.0,0
django__django-11283,0,1.0,1281.0,1281.0,1.0,22.0,0.2850169499999999,113.8,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.36,1.0,1.0,0.0,0.0,1.0,0.36,0.36,21.0,0.0476190476190476,0.3333333333333333,0.6190476190476191,0.3809523809523809,8.0,13.0,2.0854752972273345,0.3809523809523809,6699.0,4350.0,47438.0,679084.0,868.0,737571.0,4.0,0.0058977373025783,0.920703227214736,3.687855,737571.0,0.1995402298850574,1273.8622693096377,0.0,0.0,0.0,0.38249999999999995,0.05629165124598851,0.325,0.42500000000000004,0.85,0.35,0.48,0,1,0,0.21999999999999997,0.78,0.92,3,1,0,0.0,0,1,0.585889898188194,5.0,0.0,0.0,5,1,0,0.5,0.0,0.3333333333333333,0.4285714285714285,6
django__django-11422,1,1.0,1134.0,1134.0,1.0,22.0,0.2814795,135.1,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.71,1.0,2.0,0.0,2.0,0.0,0.71,0.71,21.0,0.0476190476190476,0.238095238095238,0.7142857142857143,0.2857142857142857,6.0,15.0,1.7166422780956525,0.2857142857142857,100.0,4829.0,43488.0,637122.0,1024.0,685539.0,5.0,0.0070440923127641,0.92937382118304,3.427695,685539.0,0.2120521847173327,831.963157894737,0.0,0.0,0.0,0.685,0.037749172176353735,0.675,0.6499999999999999,0.72,0.66,0.75,1,0,0,0.75,0.75,0.92,2,1,1,0.5,0,1,0.7237220528693571,4.0,0.0,0.0,4,1,0,0.0,0.0,0.1666666666666666,0.0,1
django__django-11564,0,1.0,1368.0,1368.0,2.0,31.0,0.5545888499999999,218.3,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.35,1.0,2.0,0.0,2.0,0.0,0.35,0.35,36.0,0.1388888888888889,0.25,0.6111111111111112,0.4444444444444444,16.0,22.0,2.3655957039963784,0.4444444444444444,1535.0,10312.0,86784.0,1679311.0,2583.0,1777942.0,10.0,0.0057999642283044,0.9445251869858522,8.88971,355588.4,0.2504848719937936,1144.917723017042,0.0,0.0,0.0,0.32499999999999996,0.024999999999999994,0.25,0.35,0.85,0.3,0.35,0,1,0,0.21999999999999997,0.78,0.82,5,1,0,0.0,0,1,0.585889898188194,1.6,0.4,0.0,8,5,0,0.5,0.0277777777777777,0.1,0.0909090909090909,2
django__django-11583,1,1.0,563.0,563.0,1.0,9.0,0.1294995,62.6,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.56,1.0,1.0,18.0,0.0,0.0,0.56,0.56,8.0,0.125,0.375,0.5,0.5,4.0,5.0,1.8423709931771088,0.5,86.0,1828.0,37091.0,253134.0,492.0,292139.0,3.0,0.0062572953285935,0.8664847897747305,1.460695,292139.0,0.2691466083150984,1184.4960683760685,0.0,0.0,0.0,0.5700000000000001,0.009999999999999953,0.625,0.4,0.75,0.56,0.58,1,0,0,0.82,0.82,0.92,3,0,1,0.7222,0,1,0.7749978678837367,2.0,0.0,0.0,2,1,0,0.0,0.0,0.5,0.0,1
django__django-11620,0,1.0,535.0,535.0,1.0,31.0,0.52698165,215.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,33.0,0.1515151515151515,0.3939393939393939,0.4545454545454545,0.3333333333333333,11.0,12.0,2.63669834670499,0.3333333333333333,523.0,11813.0,62612.0,1314462.0,2561.0,1389410.0,9.0,0.0085021699858213,0.9460576791587796,6.94705,277882.0,0.2167950562939135,1436.5645002551585,0.0,0.0,0.0,0.15,0.0,0.0,0.0125,0.95,0.15,0.15,0,1,0,0.010000000000000009,0.99,0.0,2,1,0,0.7333,0,1,0.7773735258771018,2.2,0.6,0.0,11,5,0,0.0,0.0,0.2222222222222222,0.0,2
django__django-11630,0,1.0,2442.0,2442.0,1.0,31.0,0.5595191999999999,233.5,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.35,1.0,3.0,1.0,3.0,0.0,0.35,0.35,32.0,0.125,0.1875,0.6875,0.28125,9.0,20.0,2.23672031672819,0.28125,51.0,12301.0,70181.0,1373851.0,2934.0,1456384.0,10.0,0.008446261425558,0.9433301931358764,7.28192,364096.0,0.2385171937240874,1375.3699628688692,0.0,0.0,0.0,0.31999999999999995,0.030822070014844865,0.1875,0.375,0.85,0.28,0.35,0,1,0,0.050000000000000044,0.95,0.87,4,1,0,0.7838,0,1,0.7879548554189442,1.25,0.75,0.0,5,4,0,0.5,0.0,0.1111111111111111,0.1,2
django__django-11742,0,1.0,1778.0,1778.0,1.0,31.0,0.46396305,190.8,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.52,1.0,2.0,0.0,2.0,0.0,0.52,0.52,31.0,0.032258064516129,0.2903225806451613,0.6774193548387096,0.4193548387096774,13.0,17.0,1.982798115178801,0.4193548387096774,117.0,9098.0,58208.0,1189168.0,1906.0,1256591.0,8.0,0.0072402237482203,0.9463445146431894,6.282955,1256591.0,0.2094965926577269,1124.748751101969,0.0,0.0,0.0,0.42,0.0,0.325,0.375,0.85,0.42,0.42,0,1,0,0.15000000000000002,0.85,0.92,4,1,0,0.551,0,1,0.7361070445542862,7.0,0.0,0.0,7,1,0,0.3333333333333333,0.0,0.2222222222222222,0.2,4
django__django-11797,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0.5,0.95,0.0,1,1,0,0.8571,1,1,0.8026511482105197,,,,20,0,0,0.0,0.0,0.1111111111111111,0.0,1
django__django-11815,1,1.0,4605.0,4605.0,2.0,31.0,0.5321952000000001,244.4,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,1.0,10.0,0.0,0.0,0.52,0.52,31.0,0.1290322580645161,0.1935483870967742,0.6774193548387096,0.1612903225806451,5.0,18.0,2.1232314287976206,0.1612903225806451,113.0,11615.0,70592.0,1159360.0,1668.0,1241680.0,5.0,0.0093542619676567,0.933702725339862,6.2084,310420.0,0.1436074042186827,1288.700973709834,0.0,0.0,0.0,0.5800000000000001,0.0874642784226795,0.4625,0.6,0.7424999999999999,0.52,0.73,1,0,0,0.72,0.72,0.92,3,1,1,0.7778,0,1,0.7867171563820983,1.25,0.25,0.0,5,4,0,0.0,0.0,0.1111111111111111,0.0,1
django__django-11848,1,1.0,738.0,738.0,1.0,18.0,0.2601786,138.4,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.32,1.0,2.0,0.0,2.0,0.0,0.32,0.32,17.0,0.0588235294117647,0.2352941176470588,0.7058823529411765,0.2941176470588235,5.0,10.0,1.9669171866886992,0.2941176470588235,97.0,5335.0,45581.0,569334.0,1070.0,620347.0,5.0,0.0086000254696161,0.9177669916998068,3.101735,620347.0,0.2005623242736644,1220.0292857142858,1.0,0.0,0.0,0.47250000000000003,0.27012728481217885,0.4375,0.5,0.8825,0.24,0.92,0,1,0,0.07999999999999996,0.92,0.95,3,1,0,0.0,0,1,0.585889898188194,3.0,0.0,0.0,3,1,0,0.5,0.0,0.2,0.1666666666666666,2
django__django-11905,0,1.0,703.0,703.0,1.0,31.0,0.4353003,194.5,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,2.0,0.0,0.0,2.0,,,31.0,0.1290322580645161,0.2580645161290322,0.6129032258064516,0.1612903225806451,5.0,15.0,2.52742132943338,0.1612903225806451,116.0,9486.0,52478.0,1070167.0,2296.0,1132247.0,11.0,0.0083780305887319,0.945170974177896,5.661235,283061.75,0.2420409023824583,972.2156267345808,0.0,0.0,0.0,0.4175,0.07189401922274204,0.25,0.6000000000000001,0.85,0.35,0.52,0,1,0,0.050000000000000044,0.95,0.92,3,1,0,0.6522,0,1,0.759604131244912,1.75,0.75,0.0,7,4,0,0.0,0.0,0.1111111111111111,0.0,1
django__django-11910,1,1.0,1349.0,1349.0,1.0,31.0,0.6015219,271.9,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.58,1.0,1.0,8.0,0.0,0.0,0.58,0.58,30.0,0.0333333333333333,0.2333333333333333,0.7333333333333333,0.4333333333333333,13.0,19.0,1.841192433015304,0.4333333333333333,109.0,15427.0,57502.0,1177823.0,3530.0,1250861.0,6.0,0.0123331049573054,0.9416098191565648,6.254305,1250861.0,0.2288196019964996,1740.1218363569044,0.0,0.0,0.0,0.32,0.06164414002968975,0.22500000000000003,0.2875,0.825,0.26,0.42,0,1,0,0.020000000000000018,0.98,0.92,2,1,0,0.0,0,1,0.585889898188194,6.0,0.0,0.0,6,1,0,0.0,0.1666666666666666,0.1111111111111111,0.0,1
django__django-11964,1,1.0,634.0,634.0,1.0,18.0,0.2485356,119.7,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,2.0,28.0,2.0,0.0,0.52,0.52,17.0,0.0588235294117647,0.1764705882352941,0.7647058823529411,0.2941176470588235,5.0,12.0,1.6216407621868585,0.2941176470588235,98.0,4952.0,39525.0,514124.0,813.0,558699.0,3.0,0.0088634488338085,0.9202164313879208,2.793495,558699.0,0.1641760904684975,990.4181313598524,2.0,0.0,0.0,0.6950000000000001,0.2062159062730128,0.7125,0.6375,0.8175,0.46,0.91,0,1,0,0.28,0.72,0.95,3,1,0,0.0,0,0,0.585889898188194,2.0,0.0,0.0,2,1,0,0.5,0.0,0.2,0.1666666666666666,2
django__django-11999,1,1.0,819.0,819.0,1.0,21.0,0.2839966499999999,137.8,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.42,1.0,2.0,0.0,0.0,0.0,0.42,0.42,20.0,0.05,0.2,0.75,0.25,5.0,13.0,1.7732143550933817,0.25,98.0,5828.0,41219.0,574933.0,702.0,622078.0,3.0,0.0093686000790897,0.92421368381457,3.11039,622078.0,0.1204529855868222,894.6067569746815,0.0,0.0,0.0,0.45499999999999996,0.028722813232690148,0.375,0.45,0.8,0.42,0.5,0,1,0,0.28,0.72,0.92,2,1,0,1.0,1,1,0.829062846965351,3.0,0.0,0.0,3,1,0,0.0,0.0,0.1666666666666666,0.0,1
django__django-12113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0.28,0.72,0.92,0,0,0,0.0,0,0,0.585889898188194,,,,19,0,0,0.0,0.0,0.1,0.0,1
django__django-12125,1,1.0,2378.0,2378.0,2.0,31.0,0.4395280499999999,202.6,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.65,1.0,2.0,4.0,2.0,0.0,0.65,0.65,33.0,0.0909090909090909,0.2424242424242424,0.6666666666666666,0.2121212121212121,7.0,20.0,2.070264662257932,0.2121212121212121,417.0,8908.0,53005.0,1169498.0,2090.0,1231828.0,8.0,0.0072315290771114,0.9494004033030584,6.15914,410609.3333333333,0.2346205657835653,931.798330109911,0.0,0.0,0.0,0.5525,0.06759252917297888,0.5,0.575,0.8,0.48,0.65,1,0,0,0.78,0.78,0.92,3,1,1,0.0,0,1,0.585889898188194,2.3333333333333335,0.0,0.0,7,3,0,0.0,0.0,0.1111111111111111,0.0,1
django__django-12184,1,1.0,608.0,608.0,1.0,23.0,0.2847273,126.9,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25,1.0,2.0,0.0,2.0,0.0,0.25,0.25,22.0,0.0454545454545454,0.2272727272727272,0.7272727272727273,0.2727272727272727,6.0,15.0,1.815854740119989,0.2727272727272727,37.0,5600.0,31849.0,711537.0,1018.0,749023.0,6.0,0.00747640593146,0.9499534727238016,3.745115,749023.0,0.1817857142857142,694.1520888418826,0.0,0.0,0.0,0.31,0.10977249200050074,0.2,0.325,0.875,0.24,0.5,1,0,0,0.85,0.85,0.95,1,1,1,0.0,0,0,0.585889898188194,3.0,0.0,0.0,3,1,0,0.0,0.0,0.3333333333333333,0.0,2
